CID,IDSURVEY,zHD,zHDERR,zCMB,zCMBERR,zHEL,zHELERR,m_b_corr,m_b_corr_err_DIAG,MU_SH0ES,MU_SH0ES_ERR_DIAG,CEPH_DIST,IS_CALIBRATOR,USED_IN_SH0ES_HF,c,cERR,x1,x1ERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,RA,DEC,HOST_RA,HOST_DEC,HOST_ANGSEP,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,PKMJD,PKMJDERR,NDOF,FITCHI2,FITPROB,m_b_corr_err_RAW,m_b_corr_err_VPEC,biasCor_m_b,biasCorErr_m_b,biasCor_m_b_COVSCALE,biasCor_m_b_COVADD,SNID,objid_GAL,ra_GAL,dec_GAL,u_GAL,g_GAL,r_GAL,i_GAL,z_GAL,redshift_GAL,redshift_err_GAL,separation_arcmin,u_g,g_r,r_i,i_z
1334084,10,0.13366,0.00107,0.13349,0.0005,0.13431,0.0005,19.5736,0.28243,38.8266,0.283718,-9.0,0,0,0.071312,0.051027,-0.905296,0.35417,20.0142,0.0845193,0.000177135,1.37891e-05,0.00639811,-2.32802e-06,-6.05945e-07,41.734,-0.6906,-999,-999,0.18,-44.6496,250,0.0339153,9.74734,0.0645,57336.3,0.5213,19,4.57192,0.99971,0.1011,0.0185,0.0342,0.031,1.0,0.027,1334084,1.23766e+18,41.74125785,-0.667221382,19.91807,18.33403,17.39465,16.90332,16.47622,0.1343679,1.69e-05,1.4687489817642896,1.5840400000000017,0.9393799999999999,0.4913299999999978,0.9184299999999972
15508,1,0.13372,0.00095,0.13353,3e-05,0.13461,3e-05,19.5904,0.155367,38.8434,0.157696,-9.0,0,1,-0.059426,0.022423,0.88393,0.10636,19.3537,0.0302434,0.000325471,9.06604e-06,0.000287172,-1.8711e-07,-1.50879e-07,27.169,-0.5766,-9,-9,3.553,-50.2332,250,0.0252201,9.13587,0.068,54041.6,0.0952,42,47.5662,0.25641,0.0532,0.0164,0.0251,0.003,1.0,0.009,15508,1.23767e+18,27.16947269,-0.575758138,20.59202,19.40971,18.88136,18.56639,18.33896,0.1346385,2.86e-05,0.057928589885613106,1.182310000000001,0.5283499999999997,0.3149700000000024,0.5424000000000007
14108,1,0.13477,0.00509,0.13463,0.005,0.1352,0.005,19.9836,0.19752,39.2366,0.199357,-9.0,0,0,0.00401,0.030517,0.24103,0.14792,19.9593,0.0756887,0.000186328,1.29892e-05,0.00016971,-5.64142e-08,-3.07358e-07,53.5946,-1.1232,-9,-9,0.698,-37.1162,250,0.12571,10.2314,0.233,54010.2,0.1763,77,80.1002,0.38204,0.0635,0.0872,-0.0535,0.001,1.0,0.008,14108,1.23766e+18,53.55793053,-1.128244752,22.5463,20.54458,19.43227,18.93882,18.52396,0.1322868,5.89e-05,2.2204706646397865,2.001719999999999,1.1123100000000008,0.4934499999999993,0.9083100000000002
14108,1,0.13477,0.00509,0.13463,0.005,0.1352,0.005,19.9836,0.19752,39.2366,0.199357,-9.0,0,0,0.00401,0.030517,0.24103,0.14792,19.9593,0.0756887,0.000186328,1.29892e-05,0.00016971,-5.64142e-08,-3.07358e-07,53.5946,-1.1232,-9,-9,0.698,-37.1162,250,0.12571,10.2314,0.233,54010.2,0.1763,77,80.1002,0.38204,0.0635,0.0872,-0.0535,0.001,1.0,0.008,14108,1.23766e+18,53.56450543,-1.116618008,21.55285,19.79992,18.74065,18.28324,17.95074,0.1353027,5.14e-05,1.8480192748831836,1.7529299999999992,1.0592700000000015,0.45740999999999943,0.789909999999999
14108,1,0.13477,0.00509,0.13463,0.005,0.1352,0.005,19.9836,0.19752,39.2366,0.199357,-9.0,0,0,0.00401,0.030517,0.24103,0.14792,19.9593,0.0756887,0.000186328,1.29892e-05,0.00016971,-5.64142e-08,-3.07358e-07,53.5946,-1.1232,-9,-9,0.698,-37.1162,250,0.12571,10.2314,0.233,54010.2,0.1763,77,80.1002,0.38204,0.0635,0.0872,-0.0535,0.001,1.0,0.008,14108,1.23766e+18,53.56299461,-1.096547513,23.58264,21.00255,19.95583,19.41211,18.89304,0.1367431,8.31e-05,2.480316796811417,2.580090000000002,1.0467200000000005,0.5437200000000004,1.0627899999999997
14108,1,0.13477,0.00509,0.13463,0.005,0.1352,0.005,19.9836,0.19752,39.2366,0.199357,-9.0,0,0,0.00401,0.030517,0.24103,0.14792,19.9593,0.0756887,0.000186328,1.29892e-05,0.00016971,-5.64142e-08,-3.07358e-07,53.5946,-1.1232,-9,-9,0.698,-37.1162,250,0.12571,10.2314,0.233,54010.2,0.1763,77,80.1002,0.38204,0.0635,0.0872,-0.0535,0.001,1.0,0.008,14108,1.23766e+18,53.61176291,-1.115083949,20.97438,18.87915,17.64964,17.11189,16.65486,0.1391193,3.98e-05,1.138931171574038,2.095230000000001,1.2295099999999977,0.5377500000000026,0.9947800000000022
14108,1,0.13477,0.00509,0.13463,0.005,0.1352,0.005,19.9836,0.19752,39.2366,0.199357,-9.0,0,0,0.00401,0.030517,0.24103,0.14792,19.9593,0.0756887,0.000186328,1.29892e-05,0.00016971,-5.64142e-08,-3.07358e-07,53.5946,-1.1232,-9,-9,0.698,-37.1162,250,0.12571,10.2314,0.233,54010.2,0.1763,77,80.1002,0.38204,0.0635,0.0872,-0.0535,0.001,1.0,0.008,14108,1.23766e+18,53.59377747,-1.082428805,22.20675,19.78133,18.7482,18.22619,17.7709,0.133773,3.45e-05,2.4467692837826664,2.425419999999999,1.0331299999999999,0.5220100000000016,0.9772999999999996
14108,1,0.13477,0.00509,0.13463,0.005,0.1352,0.005,19.9836,0.19752,39.2366,0.199357,-9.0,0,0,0.00401,0.030517,0.24103,0.14792,19.9593,0.0756887,0.000186328,1.29892e-05,0.00016971,-5.64142e-08,-3.07358e-07,53.5946,-1.1232,-9,-9,0.698,-37.1162,250,0.12571,10.2314,0.233,54010.2,0.1763,77,80.1002,0.38204,0.0635,0.0872,-0.0535,0.001,1.0,0.008,14108,1.23766e+18,53.60741186,-1.167406673,20.78444,19.60099,19.1423,18.82861,18.72443,0.1356848,6.12e-06,2.7615048773101574,1.1834500000000006,0.4586900000000007,0.3136899999999976,0.4178699999999971
14108,1,0.13477,0.00509,0.13463,0.005,0.1352,0.005,19.9836,0.19752,39.2366,0.199357,-9.0,0,0,0.00401,0.030517,0.24103,0.14792,19.9593,0.0756887,0.000186328,1.29892e-05,0.00016971,-5.64142e-08,-3.07358e-07,53.5946,-1.1232,-9,-9,0.698,-37.1162,250,0.12571,10.2314,0.233,54010.2,0.1763,77,80.1002,0.38204,0.0635,0.0872,-0.0535,0.001,1.0,0.008,14108,1.23766e+18,53.6178925,-1.127766408,21.30388,19.15851,17.9972,17.47204,17.01368,0.1326738,3.53e-05,1.4238890221935439,2.1453699999999998,1.1613100000000003,0.5251599999999996,0.9835199999999986
15234,1,0.13535,0.00095,0.13514,2e-05,0.13636,2e-05,19.8245,0.312165,39.0775,0.31333,-9.0,0,1,0.13004,0.028023,0.89204,0.20739,20.2128,0.0356759,0.000147523,4.84742e-06,0.00147791,-3.50136e-07,-1.90111e-07,16.9583,0.8282,-9,-9,1.758,-53.924,250,0.0238536,9.98362,0.061,54032.8,0.2,45,50.2254,0.27408,0.0706,0.0162,0.0654,0.016,1.0,0.04,15234,1.23766e+18,16.95804361,0.828586316,20.10073,18.88534,18.17932,17.78649,17.48728,0.1363956,2.21e-05,0.027818406078910694,1.2153899999999993,0.7060199999999988,0.39283,0.6920400000000022
17629,1,0.13658,0.00095,0.1364,2e-05,0.13742,2e-05,19.5945,0.193696,38.8475,0.195569,-9.0,0,1,0.061157,0.027137,-0.34633,0.1476,19.8089,0.0370283,0.000214018,7.29893e-06,0.000668768,-4.35768e-07,-1.5378e-07,30.6364,-1.0892,-9,-9,2.745,-47.5279,250,0.0241298,10.6342,0.056,54370.4,0.114,61,85.4753,0.0210457,0.0645,0.0161,-0.0782,0.003,1.0,0.013,17629,1.23766e+18,30.63648237,-1.089949435,19.33497,17.86943,17.01552,16.56778,16.24784,0.1368154,1.4e-05,0.045236784347382195,1.4655399999999972,0.8539100000000026,0.4477399999999996,0.7676799999999986
17629,1,0.13658,0.00095,0.1364,2e-05,0.13742,2e-05,19.5945,0.193696,38.8475,0.195569,-9.0,0,1,0.061157,0.027137,-0.34633,0.1476,19.8089,0.0370283,0.000214018,7.29893e-06,0.000668768,-4.35768e-07,-1.5378e-07,30.6364,-1.0892,-9,-9,2.745,-47.5279,250,0.0241298,10.6342,0.056,54370.4,0.114,61,85.4753,0.0210457,0.0645,0.0161,-0.0782,0.003,1.0,0.013,17629,1.23766e+18,30.64000245,-1.095822557,19.70014,18.52124,17.9081,17.60174,17.35254,0.1370673,1.01e-05,0.45231878300344325,1.1789000000000023,0.6131399999999978,0.3063600000000015,0.5555599999999998
18602,1,0.13713,0.00095,0.13696,2e-05,0.13834,2e-05,19.7086,0.257725,38.9616,0.259136,-9.0,0,1,0.063535,0.029645,0.90996,0.18668,19.8656,0.0506298,0.000203124,9.47206e-06,0.00135887,-5.24753e-07,-2.10208e-07,338.984,0.6092,-9,-9,0.61,-45.3089,250,0.0644303,8.85232,0.106,54393.8,0.1341,40,43.924,0.30883,0.0665,0.016,0.0424,0.008,1.0,0.027,18602,1.23766e+18,338.9836576,0.609080824,22.12832,21.55516,20.87671,20.54016,20.23162,0.1383402,2.31e-05,0.021751752607566736,0.5731599999999979,0.6784500000000016,0.336549999999999,0.6450899999999997
21062,1,0.13745,0.00095,0.13729,2e-05,0.13864,2e-05,20.0981,0.228804,39.3511,0.230391,-9.0,0,0,0.019183,0.032271,0.72242,0.35017,20.1128,0.0438289,0.000161768,6.53023e-06,0.0030416,-5.5508e-07,-1.29448e-07,333.432,0.3963,-9,-9,0.53,-42.0794,250,0.0414981,8.95999,0.081,54425.5,0.2854,27,43.8498,0.0214284,0.0869,0.016,0.0095,0.005,1.0,0.018,21062,1.23766e+18,333.4292552,0.396553877,21.08773,19.60317,19.00569,18.64374,18.4189,0.1388496,9.88e-06,0.16538703603262023,1.4845600000000019,0.5974799999999973,0.3619500000000002,0.5867900000000006
21062,1,0.13745,0.00095,0.13729,2e-05,0.13864,2e-05,20.0981,0.228804,39.3511,0.230391,-9.0,0,0,0.019183,0.032271,0.72242,0.35017,20.1128,0.0438289,0.000161768,6.53023e-06,0.0030416,-5.5508e-07,-1.29448e-07,333.432,0.3963,-9,-9,0.53,-42.0794,250,0.0414981,8.95999,0.081,54425.5,0.2854,27,43.8498,0.0214284,0.0869,0.016,0.0095,0.005,1.0,0.018,21062,1.23766e+18,333.4317422,0.396294738,22.87378,21.2471,20.71815,20.34212,20.02412,0.1386474,2.4e-05,0.015470851853459477,1.6266800000000003,0.5289499999999983,0.3760300000000001,0.6940300000000015
17366,1,0.13822,0.00095,0.13811,1e-05,0.13929,1e-05,19.6327,0.125613,38.8857,0.128482,-9.0,0,1,-0.091214,0.024381,0.56478,0.16833,19.3343,0.0470795,0.000331357,1.43682e-05,0.000141811,-3.46193e-07,-2.68908e-07,315.787,-1.0292,-9,-9,10.979,-27.9862,250,0.0687305,10.2891,0.056,54351.5,0.2557,43,33.7706,0.84221,0.0577,0.0159,0.0145,0.001,1.0,0.004,17366,1.23766e+18,315.7849784,-1.031164351,19.53637,18.05094,17.26308,16.8102,16.58188,0.1392888,1.35e-05,0.1691129599401414,1.485430000000001,0.787860000000002,0.4528800000000004,0.6811999999999969
190340,15,0.1384,0.00138,0.13824,0.001,0.1396,0.001,19.7699,0.121281,39.0229,0.12425,-9.0,0,1,-0.06629,0.026613,0.50784,0.086677,19.5213,0.0445877,0.000278911,1.1454e-05,0.000169003,-1.88059e-07,-2.43444e-07,334.134,0.4733,-999,-999,17.9277,-42.3456,250,0.0547951,10.0088,0.034,55815.3,0.0788,38,49.1525,0.10623,0.0564,0.0231,-0.0211,0.001,1.0,0.003,190340,1.23766e+18,334.1349879,0.473427001,21.02689,19.54577,18.57655,18.08634,17.74429,0.1395705,1.46e-05,0.05975979068516215,1.4811200000000007,0.96922,0.49021000000000114,0.8322600000000016
17568,1,0.14345,0.00108,0.14335,0.0005,0.1445,0.0005,20.2624,0.369665,39.5154,0.37065,-9.0,0,0,0.21811,0.049107,0.5715,0.41661,20.9235,0.0775457,7.66685e-05,5.47583e-06,0.00471182,-8.26588e-07,-1.894e-07,313.103,0.2777,-9,-9,2.953,-27.2256,250,0.0870863,9.24061,0.073,54361.3,0.4235,56,38.1155,0.96772,0.1244,0.0174,0.0185,0.037,1.0,0.046,17568,1.23766e+18,313.0664911,0.293867273,21.61429,20.42109,19.65398,19.27388,18.91838,0.1482997,1.04e-05,2.3956816093568354,1.193200000000001,0.7671099999999988,0.3801000000000023,0.7356000000000016
17497,1,0.14404,0.00095,0.14388,2e-05,0.14479,2e-05,19.8226,0.168444,39.0756,0.170594,-9.0,0,1,0.038584,0.022744,0.90707,0.12522,19.7966,0.0323655,0.000216445,6.45217e-06,0.000129535,-1.54011e-07,-1.08643e-07,37.1366,-1.0421,-9,-9,2.559,-43.3932,250,0.0304391,10.0189,0.052,54364.7,0.1237,89,98.6635,0.22687,0.056,0.0153,-0.0639,0.002,1.0,0.01,17497,1.23766e+18,37.13650062,-1.042826519,19.8638,18.68267,18.03093,17.70653,17.54965,0.1448207,2.75e-05,0.04399693968483388,1.1811299999999996,0.6517400000000002,0.3244000000000007,0.4812800000000017
8921,1,0.14423,0.00095,0.1441,1e-05,0.14539,1e-05,19.763,0.239442,39.016,0.24096,-9.0,0,1,-8e-06,0.031993,0.73414,0.26961,19.7166,0.0490775,0.000233013,1.05326e-05,0.000237754,-5.71486e-07,-1.7809e-08,325.002,-0.0079,-9,-9,0.519,-34.8884,250,0.0492417,9.52063,0.058,53693.0,0.2094,23,24.2516,0.38999,0.1179,0.0153,0.0095,0.004,1.0,0.014,8921,1.23766e+18,325.0035387,0.026250968,20.93786,19.20158,18.07369,17.59445,17.27718,0.1451331,2.77e-05,2.0511368473180958,1.7362800000000007,1.1278900000000007,0.4792400000000008,0.7965099999999978
8921,1,0.14423,0.00095,0.1441,1e-05,0.14539,1e-05,19.763,0.239442,39.016,0.24096,-9.0,0,1,-8e-06,0.031993,0.73414,0.26961,19.7166,0.0490775,0.000233013,1.05326e-05,0.000237754,-5.71486e-07,-1.7809e-08,325.002,-0.0079,-9,-9,0.519,-34.8884,250,0.0492417,9.52063,0.058,53693.0,0.2094,23,24.2516,0.38999,0.1179,0.0153,0.0095,0.004,1.0,0.014,8921,1.23766e+18,325.0019881,-0.008067728,20.73548,19.29702,18.66766,18.32414,18.05538,0.1454089,2.56e-05,0.010088976713862005,1.4384599999999992,0.6293599999999984,0.3435200000000016,0.6122800000000019
17605,1,0.14542,0.00096,0.14533,2e-05,0.14643,2e-05,19.8988,0.208421,39.1518,0.210163,-9.0,0,0,0.023015,0.040239,0.80389,0.45281,19.8441,0.0658628,0.000207194,1.25688e-05,-0.000428569,-2.1694e-07,-3.94231e-07,309.203,0.0984,-9,-9,0.843,-23.7173,250,0.0721249,10.2332,0.049,54352.6,0.89,24,30.3837,0.17236,0.1109,0.0153,-0.0597,0.002,1.0,0.009,17605,1.23766e+18,309.2025448,0.098509119,19.99238,18.53547,17.74139,17.29397,16.9969,0.1464299,1.6e-05,0.02808572917897834,1.4569100000000006,0.794080000000001,0.4474199999999975,0.744489999999999
13796,1,0.14747,0.00096,0.14729,2e-05,0.1487,2e-05,19.7142,0.169668,38.9672,0.171803,-9.0,0,1,-0.021491,0.022257,0.79596,0.11786,19.5934,0.0330593,0.000261005,7.94728e-06,0.000169035,-1.47162e-07,-1.33949e-07,350.692,0.5329,-9,-9,2.464,-47.1324,250,0.0362902,9.66952,0.055,54010.4,0.1178,65,41.4961,0.98983,0.0527,0.0151,0.0107,0.004,1.0,0.011,13796,1.23766e+18,350.6667978,0.543744638,20.12076,18.27086,17.23509,16.72754,16.32898,0.1486551,3.37e-05,1.6461237994674132,1.8499000000000017,1.0357699999999994,0.5075499999999984,0.9061099999999982
13796,1,0.14747,0.00096,0.14729,2e-05,0.1487,2e-05,19.7142,0.169668,38.9672,0.171803,-9.0,0,1,-0.021491,0.022257,0.79596,0.11786,19.5934,0.0330593,0.000261005,7.94728e-06,0.000169035,-1.47162e-07,-1.33949e-07,350.692,0.5329,-9,-9,2.464,-47.1324,250,0.0362902,9.66952,0.055,54010.4,0.1178,65,41.4961,0.98983,0.0527,0.0151,0.0107,0.004,1.0,0.011,13796,1.23766e+18,350.6919695,0.53231075,20.98248,19.44365,18.74736,18.36153,18.09873,0.148722,3.08e-05,0.035402325285545835,1.5388299999999973,0.6962900000000012,0.3858300000000021,0.6486300000000007
14024,1,0.14771,0.00096,0.14759,4e-05,0.14881,4e-05,19.881,0.186845,39.134,0.188785,-9.0,0,1,0.041117,0.03528,-1.92744,0.20112,20.2606,0.0666102,0.000141171,8.66088e-06,0.000876396,-2.41361e-07,-2.28367e-07,318.199,0.9163,-9,-9,2.54,-31.2074,250,0.0990946,10.7329,0.198,54011.2,0.2111,77,38.7157,0.99992,0.0786,0.0151,-0.0843,0.004,1.0,0.01,14024,1.23768e+18,318.2044524,0.92778523,19.77295,17.50868,16.25064,15.71179,15.31974,0.1495225,2.36e-05,0.7628062085865229,2.2642700000000033,1.2580399999999976,0.53885,0.9309000000000012
180166,15,0.14778,0.00138,0.14757,0.001,0.1475,0.001,19.908,0.168022,39.161,0.170177,-9.0,0,1,0.035097,0.025671,0.60099,0.11034,19.9028,0.0312554,0.000196277,5.65027e-06,7.34394e-05,-1.03103e-07,-1.2325e-07,242.843,55.0642,-999,-999,17.9129,-54.9867,250,0.00694992,10.0333,0.078,55763.8,0.1445,38,52.2769,0.0614411,0.0591,0.0217,-0.0774,0.002,1.0,0.01,180166,1.23766e+18,242.8418314,55.0639233,20.53799,19.31429,18.51786,18.14779,17.85271,0.1475044,1.64e-05,0.043449523382982365,1.223700000000001,0.7964300000000009,0.37006999999999834,0.6651500000000006
14437,1,0.14806,0.00096,0.14792,4e-05,0.14927,4e-05,19.7852,0.155606,39.0382,0.157931,-9.0,0,0,-0.097744,0.02603,0.61897,0.12404,19.4874,0.0524002,0.000287776,1.38888e-05,0.000272556,-2.0683e-07,-2.52441e-07,332.081,-1.1964,-9,-9,0.309,-36.3792,250,0.0800958,9.91097,0.117,54009.9,0.1237,76,73.5625,0.55788,0.061,0.015,0.0433,0.003,1.0,0.007,14437,1.23766e+18,332.0809437,-1.196305461,23.71738,21.16866,20.19294,19.61301,19.31091,0.1492745,4.14e-05,0.006601617288311154,2.5487199999999994,0.975719999999999,0.579930000000001,0.8820300000000003
13736,1,0.14898,0.00096,0.14882,2e-05,0.15021,2e-05,19.9076,0.172844,39.1606,0.17494,-9.0,0,1,-0.022762,0.024428,1.11597,0.16716,19.7422,0.0429844,0.000227566,9.00936e-06,0.000418919,-3.35972e-07,-1.61916e-07,336.833,1.031,-9,-9,2.402,-42.1088,250,0.0586382,9.07749,0.08,54015.8,0.1337,68,90.2769,0.0367274,0.0595,0.015,0.0173,0.004,1.0,0.011,13736,1.23768e+18,336.8326642,1.030709194,22.16203,20.79099,20.13161,19.78594,19.51915,0.1502433,3.39e-05,0.026650624372344136,1.3710400000000007,0.6593800000000023,0.34566999999999837,0.6124599999999987
2308,1,0.1494,0.00509,0.14923,0.005,0.1502,0.005,19.8574,0.173123,39.1104,0.175216,-9.0,0,0,-0.185917,0.022009,0.67412,0.12514,19.3438,0.0312028,0.000328447,9.43919e-06,7.86605e-05,-3.07226e-07,-1.47424e-07,34.2729,0.2803,-9,-9,-9.0,-45.2652,250,0.0287162,10.3812,-9.0,53630.6,0.1395,62,69.5784,0.23762,0.0568,0.0791,0.1084,0.006,1.0,0.003,2308,1.23767e+18,34.30588855,0.294641933,20.15648,18.11369,16.9805,16.53029,16.13996,0.146371,2.3e-05,2.1582560234266754,2.04279,1.133189999999999,0.45020999999999844,0.8405400000000007
2308,1,0.1494,0.00509,0.14923,0.005,0.1502,0.005,19.8574,0.173123,39.1104,0.175216,-9.0,0,0,-0.185917,0.022009,0.67412,0.12514,19.3438,0.0312028,0.000328447,9.43919e-06,7.86605e-05,-3.07226e-07,-1.47424e-07,34.2729,0.2803,-9,-9,-9.0,-45.2652,250,0.0287162,10.3812,-9.0,53630.6,0.1395,62,69.5784,0.23762,0.0568,0.0791,0.1084,0.006,1.0,0.003,2308,1.23767e+18,34.31056451,0.283490425,20.31392,18.40406,17.25735,16.81614,16.41127,0.1459201,3.05e-05,2.267936336857063,1.9098599999999983,1.1467100000000023,0.4412099999999981,0.8460800000000006
000038,15,0.1505,0.00139,0.15036,0.001,0.1513,0.001,19.8528,0.167881,39.1058,0.170038,-9.0,0,0,-0.028408,0.028971,0.71049,0.19695,19.711,0.0348121,0.000234216,7.5097e-06,0.000546064,-4.01455e-07,-1.77185e-07,35.0957,-4.6725,-999,-999,19.8918,-36.9711,250,0.0189366,9.126,0.459,55204.3,0.1842,10,8.81306,0.54993,0.0716,0.0215,-0.0016,0.002,1.0,0.008,000038,1.23768e+18,35.05476109,-4.646261219,20.0828,18.41933,17.27731,16.79153,16.41929,0.1516778,2.69e-05,2.910716626961555,1.6634700000000002,1.1420199999999987,0.4857799999999983,0.8580199999999998
2031,1,0.15195,0.00108,0.15186,0.0005,0.153,0.0005,19.7947,0.156456,39.0477,0.158769,-9.0,0,0,-0.12821,0.024266,0.48801,0.14271,19.4488,0.0438665,0.000298189,1.20476e-05,2.56833e-06,-2.2564e-07,-2.03367e-07,312.043,-1.1714,-9,-9,1.103,-23.0474,250,0.0626723,9.204,54.124,53636.9,0.1393,53,63.3234,0.15674,0.0611,0.0165,0.0701,0.005,1.0,0.006,2031,1.23766e+18,312.0497348,-1.160272765,20.63647,18.7419,17.58094,17.09996,16.7098,0.1516522,3.63e-05,0.780355564195366,1.894569999999998,1.1609600000000029,0.48097999999999885,0.8711399999999969
18323,1,0.15291,0.00096,0.15272,1e-05,0.15408,1e-05,20.0709,0.171081,39.3239,0.173198,-9.0,0,0,-0.038108,0.028957,0.1555,0.22778,19.9903,0.0417736,0.000181089,6.96739e-06,0.00165777,-9.20077e-07,-1.51727e-07,3.4286,0.6522,-9,-9,0.614,-48.4794,250,0.023737,9.359,0.082,54375.5,0.1679,51,50.0119,0.51288,0.0738,0.0146,0.0077,0.003,1.0,0.009,18323,1.23766e+18,3.44107758,0.693560687,19.57258,17.38228,16.2381,15.76605,15.40282,0.1491497,3.25e-05,2.5920937157160404,2.190299999999997,1.1441800000000022,0.4720499999999994,0.8352799999999991
18323,1,0.15291,0.00096,0.15272,1e-05,0.15408,1e-05,20.0709,0.171081,39.3239,0.173198,-9.0,0,0,-0.038108,0.028957,0.1555,0.22778,19.9903,0.0417736,0.000181089,6.96739e-06,0.00165777,-9.20077e-07,-1.51727e-07,3.4286,0.6522,-9,-9,0.614,-48.4794,250,0.023737,9.359,0.082,54375.5,0.1679,51,50.0119,0.51288,0.0738,0.0146,0.0077,0.003,1.0,0.009,18323,1.23766e+18,3.438261657,0.694071331,21.74009,19.67393,18.54179,18.06187,17.74915,0.1489186,4.76e-05,2.5782853053829733,2.06616,1.1321399999999997,0.4799199999999999,0.7926399999999987
18323,1,0.15291,0.00096,0.15272,1e-05,0.15408,1e-05,20.0709,0.171081,39.3239,0.173198,-9.0,0,0,-0.038108,0.028957,0.1555,0.22778,19.9903,0.0417736,0.000181089,6.96739e-06,0.00165777,-9.20077e-07,-1.51727e-07,3.4286,0.6522,-9,-9,0.614,-48.4794,250,0.023737,9.359,0.082,54375.5,0.1679,51,50.0119,0.51288,0.0738,0.0146,0.0077,0.003,1.0,0.009,18323,1.23766e+18,3.428662782,0.65232174,22.94667,21.16047,20.70287,20.26266,20.2622,0.1540853,1.77e-05,0.008218400499778367,1.786200000000001,0.45759999999999934,0.44021000000000043,0.4406700000000008
18323,1,0.15291,0.00096,0.15272,1e-05,0.15408,1e-05,20.0709,0.171081,39.3239,0.173198,-9.0,0,0,-0.038108,0.028957,0.1555,0.22778,19.9903,0.0417736,0.000181089,6.96739e-06,0.00165777,-9.20077e-07,-1.51727e-07,3.4286,0.6522,-9,-9,0.614,-48.4794,250,0.023737,9.359,0.082,54375.5,0.1679,51,50.0119,0.51288,0.0738,0.0146,0.0077,0.003,1.0,0.009,18323,1.23766e+18,3.46219773,0.654413746,19.97632,18.99507,18.44396,18.09287,17.91836,0.1489779,9.19e-06,2.0201041957641013,0.9812500000000028,0.5511099999999978,0.35108999999999924,0.5256000000000007
18740,1,0.15336,0.00096,0.15317,3e-05,0.15441,3e-05,19.8461,0.157633,39.0991,0.159928,-9.0,0,0,0.029946,0.022489,-0.040405,0.12731,19.9253,0.0300036,0.000192252,5.31275e-06,0.000357122,-1.51845e-07,-9.58899e-08,16.8553,1.0437,-9,-9,6.276,-49.0878,250,0.022267,10.663,0.086,54391.8,0.1091,78,83.8036,0.30618,0.0523,0.0146,-0.0717,0.002,1.0,0.009,18740,1.23766e+18,16.85706591,1.043709564,20.68205,19.23544,18.36892,17.93533,17.70034,0.1544341,2.69e-05,0.10593857543166851,1.4466099999999997,0.8665200000000013,0.4335899999999988,0.6685799999999986
19353,1,0.15341,0.00096,0.15325,1e-05,0.15406,1e-05,20.0034,0.177329,39.2564,0.179373,-9.0,0,0,0.040687,0.028254,0.90998,0.20982,19.9805,0.0487043,0.000182723,8.19663e-06,0.00133106,-5.73589e-07,-1.66e-07,43.1144,0.2518,-9,-9,4.005,-40.8294,250,0.0623838,11.004,0.059,54398.6,0.1373,50,49.8706,0.47855,0.0687,0.0146,-0.0668,0.002,1.0,0.01,19353,1.23766e+18,43.11326434,0.25174282,20.29721,19.05426,18.09585,17.60439,17.17213,0.1541075,2.83e-05,0.06822525796219928,1.2429500000000004,0.9584100000000007,0.49146,0.9237199999999994
16073,1,0.15357,0.00096,0.15339,1e-05,0.15472,1e-05,20.1109,0.173378,39.3639,0.175468,-9.0,0,0,-0.022417,0.023977,0.73651,0.19081,19.9937,0.0304166,0.00018052,5.05721e-06,0.000673962,-2.3895e-07,-9.02731e-08,8.1078,-1.054,-9,-9,0.474,-46.0229,250,0.0176038,9.751,0.087,54051.5,0.1635,73,81.9112,0.2224,0.0611,0.0145,0.0084,0.003,1.0,0.011,16073,1.23766e+18,8.107674008,-1.053904396,21.17501,20.31576,19.81307,19.45587,19.148,0.154732,1.75e-05,0.009488490782546552,0.8592499999999994,0.5026900000000012,0.35719999999999885,0.66507
16116,1,0.15526,0.00096,0.15509,2e-05,0.15649,2e-05,20.025,0.155517,39.278,0.157843,-9.0,0,0,-0.106952,0.024991,0.53168,0.30128,19.7176,0.0328198,0.000232796,7.03699e-06,0.00251573,-7.87053e-07,-1.35668e-07,355.302,-1.1058,-9,-9,0.843,-43.8881,250,0.0270018,9.52,0.081,54053.3,0.2452,30,28.3289,0.55301,0.063,0.0144,0.0493,0.003,1.0,0.007,16116,1.23766e+18,355.3021945,-1.105967368,21.62714,20.83976,20.25862,20.01924,19.70807,0.1565056,3.91e-05,0.015394204788745293,0.7873800000000024,0.5811399999999978,0.2393800000000006,0.5505500000000012
18030,1,0.15536,0.00096,0.15518,1e-05,0.15653,1e-05,20.1464,0.173773,39.3994,0.175858,-9.0,0,0,-0.048067,0.03429,-0.586144,0.25052,20.1367,0.0499084,0.000158247,7.27417e-06,0.00311972,-1.20736e-06,-1.98321e-07,4.933,-0.4001,-9,-9,0.952,-46.4317,250,0.0254067,9.658,0.041,54373.1,0.2029,56,64.3389,0.20776,0.0797,0.0144,0.0,0.005,1.0,0.008,18030,1.23766e+18,4.933236584,-0.400115393,20.71232,19.7374,19.35526,19.08946,19.06035,0.1565094,2.33e-05,0.014224708596831948,0.9749199999999973,0.3821399999999997,0.26580000000000226,0.29491000000000156
